No,학년,학수번호,"이수
구분","과목
번호",교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공",개설대학,"개설
학부(과)/전공",강의요시/강의실,"집중이수제
구분",담당교수,"원어
강의","원어
구분","외국인
과목여부","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",교과목유형,영역,"패스
과목",합반
1,3,BRIX09574,교직,7001,교육평가,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 화1000-1200(인문사회관 403),, 오방실,,,0,28,28,0,30,,이론,일반,,,,0
2,3,BRIX11529,교직,7002,교육방법및교육공학,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 월1000-1200(인문사회관 414),, 박혜진,,,0,17,14,3,30,,이론,일반,,,,0
3,2,BRIX11540,교직,7004,교육심리,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 월1300-1500(인문사회관 407),, 전종희,,,0,30,30,0,30,,이론,일반,,,,0
4,3,BRIX11546,교직,7005,교육철학및교육사,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 목0900-1100(인문사회관 403),, 김자중,,,0,30,30,0,30,,이론,일반,,,,0
5,2,BRIX11549,교직,7006,교육학개론,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 화1400-1600(인문사회관 403),, 오방실,,,0,13,8,5,30,,이론,일반,,,,0
6,3,BRIX11553,교직,7008,국어교육론,,,3.0,3.0, 교직과,인문사회융합대학,교직과, 화1800-2100(인문사회관 403),, 임병준,,,0,2,2,0,30,,이론,일반,,,,0
7,3,BRIX11584,교직,7011,생물교육론,,,3.0,3.0, 교직과,인문사회융합대학,교직과, 월1800-2100(인문사회관 403),, 최종찬,,,0,1,1,0,30,,이론,일반,,,,0
8,3,BRIX16903,교직,7015,교육과정,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 목1100-1300(인문사회관 403),, 김현주,,,0,9,9,0,30,,이론,일반,,,,0
9,2,BRIX45082,교직,7016,특수교육학개론,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 월1000-1200(인문사회관 403),, 김경화,,,0,30,30,0,30,,이론,일반,,,,0
10,2,BRIX45082,교직,7017,특수교육학개론,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 월1200-1400(인문사회관 403),, 김경화,,,0,29,29,0,30,,이론,일반,,,,0
11,3,BRIX48026,교직,7020,교직실무,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 화1700-1900(인문사회관 407),, 최재승,,,0,15,8,7,30,,이론,일반,,,,0
12,3,BRIX48026,교직,7021,교직실무,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 수1000-1200(국제교육관 511),, 박서현,,,0,4,4,0,30,,이론,일반,,,,0
13,2,BRIX54990,교직,7023,교직독서,,,1.0,1.0, 교직과,인문사회융합대학,교직과, 수1600-1700(국제교육관 510),, 김경화,,,0,14,14,0,30,,이론,일반,,,,0
14,2,BRIX54990,교직,7024,교직독서,,,1.0,1.0, 교직과,인문사회융합대학,교직과, 목1600-1700(인문사회관 403),, 김경화,,,0,4,4,0,30,,이론,일반,,,,0
15,4,BRIX55066,교직,7025,교육봉사활동1,,,1.0,2.0, 교직과,인문사회융합대학,교직과, 목1700-1900(인문사회관 403),, 김경화,,,0,9,8,1,30,,이론+실습,일반,,,,0
16,4,BRIX55066,교직,7026,교육봉사활동1,,,1.0,2.0, 교직과,인문사회융합대학,교직과, 수1700-1900(인문사회관 211),, 김경화,,,0,42,42,0,50,,이론+실습,일반,,,,0
17,4,BRIX55067,교직,7027,교육봉사활동2,,,1.0,2.0, 교직과,인문사회융합대학,교직과, 화1600-1800(인문사회관 403),, 안세근,,,0,9,8,1,30,,이론+실습,일반,,,,0
18,4,BRIX55067,교직,7028,교육봉사활동2,,,1.0,2.0, 교직과,인문사회융합대학,교직과, 월1700-1900(국제교육관 511),, 박서현,,,0,42,42,0,50,,이론+실습,일반,,,,0
19,2,BRIX58322,교직,7029,학교폭력예방및학생의이해,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 수1300-1500(인문사회관 403),, 강주희,,,0,30,30,0,30,,이론,일반,,,,0
20,3,BRIX61727,교직,7030,생활지도및상담,,,2.0,2.0, 교직과,인문사회융합대학,교직과, 수1500-1700(인문사회관 403),, 강주희,,,0,30,30,0,30,,이론,일반,,,,0
21,9,BKSA59707,소양,7031,1인미디어시대모바일촬영편집,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1400(교양강의동 305),, 곽재우,,,0,35,35,0,35,,이론+실습,일반,,실기,,0
22,9,BKSA59707,소양,7032,1인미디어시대모바일촬영편집,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1400-1600(교양강의동 305),, 곽재우,,,0,21,21,0,35,,이론+실습,일반,,실기,,0
23,9,BKSA62944,심화,7033,4차산업혁명과법,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1600-1800(실시간온라인),, 노현숙,,,0,87,87,0,90,,실시간온라인,일반,,인간과사회,,0
24,9,BKSA64877,심화,7035,ESG·환경·식품·경제,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 403),, 임성수,,,0,57,57,0,60,,이론,일반,,융복합,,0
25,1,BKSA53699,기초,7036,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1300(교양강의동 603),, 양윤정,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
26,1,BKSA53699,기초,7037,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 603),, 양윤정,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
27,1,BKSA53699,기초,7038,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 606),, 양윤정,,,0,35,35,0,40,,이론,일반,,외국어기초,,0
28,1,BKSA53699,기초,7039,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 502),, 박선화,,,0,35,35,0,40,,이론,일반,,외국어기초,,0
29,1,BKSA53699,기초,7040,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 603),, 박선화,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
30,1,BKSA53699,기초,7041,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1300(교양강의동 603),, 박선화,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
31,1,BKSA53699,기초,7042,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1300(교양강의동 401),, 윤소영,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
32,1,BKSA53699,기초,7043,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 603),, 윤소영,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
33,1,BKSA53699,기초,7044,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(교양강의동 603),, 윤소영,,,0,18,18,0,40,,이론,일반,,외국어기초,,0
34,1,BKSA53699,기초,7046,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(교양강의동 502),, 강석한,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
35,1,BKSA53699,기초,7047,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 602),, 강석한,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
36,1,BKSA53699,기초,7048,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(국제교육관 312),, 박정원,,,0,33,33,0,40,,이론,일반,,외국어기초,,0
37,1,BKSA53699,기초,7049,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(교양강의동 603),, 박정원,,,0,39,39,0,45,,이론,일반,,외국어기초,,0
38,1,BKSA53699,기초,7050,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1200(교양강의동 506),, 김윤진,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
39,1,BKSA53699,기초,7051,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 506),, 김윤진,,,0,34,34,0,40,,이론,일반,,외국어기초,,0
40,1,BKSA53699,기초,7052,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(교양강의동 405),, 박우식,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
41,1,BKSA53699,기초,7053,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(교양강의동 405),, 박우식,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
42,1,BKSA53699,기초,7054,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(교양강의동 606),, 박정희,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
43,1,BKSA53699,기초,7055,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(인문사회관 205),, 박정희,,,0,38,38,0,40,,이론,일반,,외국어기초,,0
44,1,BKSA53699,기초,7056,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(교양강의동 501),, 서병철,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
45,1,BKSA53699,기초,7057,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(교양강의동 501),, 서병철,,,0,41,41,0,40,,이론,일반,,외국어기초,,0
46,1,BKSA53699,기초,7058,KUGEP1,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1200(교양강의동 502),, 이철희,,,0,31,31,0,40,,이론,일반,,외국어기초,,0
47,9,BKSA53700,기초,7060,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1300(교양강의동 502),, 강석한,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
48,9,BKSA53700,기초,7061,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 502),, 강석한,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
49,9,BKSA53700,기초,7062,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금0900-1200(교양강의동 502),, 이송이,,,0,41,41,0,45,,이론,일반,,외국어기초,,0
50,9,BKSA53700,기초,7063,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금1200-1500(교양강의동 502),, 이송이,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
51,9,BKSA53700,기초,7064,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1500(교양강의동 502),, 이용재,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
52,9,BKSA53700,기초,7065,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 502),, 이용재,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
53,9,BKSA53700,기초,7066,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(인문사회관 407),, 이강숙,,,0,37,37,0,40,,이론,일반,,외국어기초,,0
54,9,BKSA53700,기초,7067,KUGEP2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(인문사회관 407),, 이강숙,,,0,37,37,0,40,,이론,일반,,외국어기초,,0
55,9,BKSA59486,심화,7070,KUGEP3(EnglishSpeaking),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 406),, 윤소영,,,0,13,13,0,20,,이론+실습,일반,,글로벌언어,,0
56,9,BKSA59486,심화,7071,KUGEP3(EnglishSpeaking),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1600(교양강의동 505),, 크리스토퍼 헤일,1,영어,0,18,18,0,20,,이론+실습,일반,,글로벌언어,,0
57,9,BKSA59486,심화,7072,KUGEP3(EnglishSpeaking),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1600(교양강의동 408),, 크리스토퍼 헤일,1,영어,0,20,20,0,20,,이론+실습,일반,,글로벌언어,,0
58,9,BKSA59486,심화,7073,KUGEP3(EnglishSpeaking),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1200(교양강의동 503),, 모랄레스저스틴,1,영어,0,19,19,0,20,,이론+실습,일반,,글로벌언어,,0
59,9,BKSA59486,심화,7074,KUGEP3(EnglishSpeaking),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1300(교양강의동 503),, 노버트모반,1,영어,0,21,21,0,25,,이론+실습,일반,,글로벌언어,,0
60,9,BKSA58231,심화,7075,KUGEP4(EnglishWriting),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 406),, 박선화,,,0,15,15,0,35,,이론+실습,일반,,글로벌언어,,0
61,9,BKSA58231,심화,7076,KUGEP4(EnglishWriting),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1600(교양강의동 408),, 크리스토퍼 헤일,1,영어,0,20,20,0,35,,이론+실습,일반,,글로벌언어,,0
62,9,BKSA58231,심화,7077,KUGEP4(EnglishWriting),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(자연과학관 304),, 모랄레스저스틴,1,영어,0,30,30,0,35,,이론+실습,일반,,글로벌언어,,0
63,9,BKSA58231,심화,7078,KUGEP4(EnglishWriting),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(자연과학관 304),, 모랄레스저스틴,1,영어,0,26,26,0,35,,이론+실습,일반,,글로벌언어,,0
64,9,BKSA58231,심화,7079,KUGEP4(EnglishWriting),,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1300(교양강의동 407),, 노버트모반,1,영어,0,7,7,0,35,,이론+실습,일반,,글로벌언어,,0
65,9,BKSA58114,소양,7081,MOS,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, ,, 전흥석,,,0,787,787,0,800,,기타(E-러닝),일반,,실무,Y,0
66,9,BKSA58114,소양,7082,MOS,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, ,, 전흥석,,,0,145,145,0,800,,기타(E-러닝),일반,,실무,Y,0
67,9,BKSA62517,소양,7083,MOS활용,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(종합강의동 301-B),, 권영애,,,0,20,20,0,35,,이론+실습,일반,,실무,,0
68,9,BKSA58145,소양,7085,NCS직업기초능력,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 601),, 윤성중,,,0,31,31,0,35,,이론+실습,일반,,실무,Y,0
69,9,BKSA62508,심화,7086,SF문학과미래윤리,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1600-1800(실시간온라인),, 장성규,,,0,80,80,0,80,,실시간온라인,일반,,융복합,,0
70,1,BKSA54946,심화,7087,TOPIK고급,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금0900-1100(교양강의동 302),, 신동선,,,1,6,6,0,60,,이론,일반,,글로벌언어,,0
71,9,BKSA63359,심화,7088,감성커뮤니케이션,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1600-1800(교양강의동 401),," 박윤영, 신록",,,0,55,55,0,60,,이론,일반,융복합,융복합,,0
72,9,BKSA63359,심화,7089,감성커뮤니케이션,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1700(교양강의동 402),, 이영미,,,0,56,56,0,60,,이론,일반,융복합,융복합,,0
73,9,BKSA59479,소양,7090,감성합창,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1400(교양강의동 101),, 이성원,,,0,55,55,0,60,,실험+실습+실기,일반,,실기,Y,0
74,9,BKSA59479,소양,7091,감성합창,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(교양강의동 101),, 이성원,,,0,54,54,0,60,,실험+실습+실기,일반,,실기,Y,0
75,9,BKSA58220,심화,7092,건강과질병,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(생명과학관 403),, 이명구,,,0,40,40,0,60,,이론,일반,,과학과기술,,0
76,9,BKSA10922,소양,7093,건학정신과대학생활,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(실시간온라인),, 전병국,,,0,89,89,0,90,,이론,f-러닝,,인성,Y,0
77,9,BKSA10922,소양,7094,건학정신과대학생활,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1100(실시간온라인),, 전병국,,,0,87,87,0,90,,이론,f-러닝,,인성,Y,0
78,9,BKSA10922,소양,7095,건학정신과대학생활,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1100-1300(실시간온라인),, 전병국,,,0,88,88,0,90,,이론,f-러닝,,인성,Y,0
79,9,BKSA58166,심화,7096,경제란무엇인가,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 402),, 홍영준,,,0,52,52,0,60,,이론,일반,,인간과사회,,0
80,9,BKSA61154,심화,7097,경제생활과법질서,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1100-1300(교양강의동 302),, 권용수,,,0,60,60,0,60,,이론,일반,,인간과사회,,0
81,9,BKSA64606,소양,7099,고객발굴기반비즈니스모델수립,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 102),, 노영희,,,0,76,76,0,80,,이론,일반,,실무,Y,0
82,1,BKSA64608,기초,7102,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 605),, 조영주,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
83,1,BKSA64608,기초,7103,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(교양강의동 605),, 조영주,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
84,1,BKSA64608,기초,7104,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(교양강의동 605),, 이연주,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
85,1,BKSA64608,기초,7105,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 605),, 정갑준,,,0,29,29,0,30,,이론+실습,일반,,발표와토론,,0
86,1,BKSA64608,기초,7106,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 605),, 정갑준,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
87,1,BKSA64608,기초,7107,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 406),, 정영진,,,0,28,28,0,30,,이론+실습,일반,,발표와토론,,0
88,1,BKSA64608,기초,7108,공감적소통과발표,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 407),, 정영진,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
89,1,BKSA63377,기초,7109,과학과예술,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(생명과학관 501),, 이은영,,,0,70,70,0,75,,이론,일반,,과학기초,,0
90,1,BKSA63377,기초,7110,과학과예술,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 501),, 이은영,,,0,70,70,0,75,,이론,일반,,과학기초,,0
91,9,BKSA63378,심화,7111,관계를이어주는소통의교양학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(교양강의동 404),, 고경민,,,0,59,59,0,60,,이론,f-러닝,,인간과문화,,0
92,9,BKSA64619,소양,7112,관계를이어주는우리시대의대화법,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(국제교육관 401),, 고경민,,,0,47,47,0,50,,이론+실습,일반,,인성,Y,0
93,9,BKSA51463,심화,7113,광고영상의세계,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1800-2000(국제교육관 004),, 이용우,,,0,91,91,0,100,,기타(E-러닝),일반,,예술과체육,,0
94,9,BKSA58197,소양,7114,구기스포츠1(농구),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1700(건국체육관 100),, 박종석,,,0,29,29,0,30,,실험+실습+실기,일반,,실기,,0
95,9,BKSA59480,소양,7115,구기스포츠2(배구),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(건국체육관 100),, 성동준,,,0,45,45,0,45,,실험+실습+실기,일반,,실기,,0
96,9,BKSA59493,심화,7116,국제개발협력과혁신기업가정신,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1700(교양강의동 301),, 윤성중,,,0,4,4,0,35,,이론+실습,일반,창업,인간과사회,,0
97,9,BKSA59504,심화,7117,그림과문학이야기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(국제교육관 401),, 이수경,,,0,49,49,0,60,,이론,일반,,예술과체육,,0
98,9,BKSA64615,소양,7120,글로컬사회봉사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1100(교양강의동 101),, 안세근,,,0,97,97,0,100,,실험+실습+실기,일반,,인성,Y,0
99,9,BKSA64615,소양,7121,글로컬사회봉사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1100-1300(교양강의동 101),, 안세근,,,0,96,96,0,100,,실험+실습+실기,일반,,인성,Y,0
100,1,BKSA58233,기초,7122,글쓰기2,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(교양강의동 408),, 이소영,,,1,27,27,0,35,,이론+실습,일반,,글쓰기,,0
101,9,BKSA58152,심화,7123,글쓰기심화,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1700(교양강의동 601),, 이효숙,,,0,32,32,0,35,,이론+실습,일반,,글로벌언어,,0
102,9,BKSA58120,소양,7124,기업분석과NCS직무수행능력,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 401),, 윤성중,,,0,10,10,0,60,,이론,일반,,실무,Y,0
103,9,BKSA52788,심화,7125,기초영어문장학습,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1800-2000(국제교육관 001),, 박선화,,,0,94,94,0,100,,기타(E-러닝),일반,,글로벌언어,,0
104,9,BKSA58202,소양,7126,기초크로키실기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1100-1300(종합강의동 408),, 오재규,,,0,29,29,0,30,,실험+실습+실기,일반,,실기,,0
105,9,BKSA58202,소양,7127,기초크로키실기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1400-1600(종합강의동 408),, 성영미,,,0,30,30,0,30,,실험+실습+실기,일반,,실기,,0
106,9,BKSA58202,소양,7128,기초크로키실기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1600-1800(종합강의동 408),, 성영미,,,0,29,29,0,30,,실험+실습+실기,일반,,실기,,0
107,1,BKSA81308,기초,7129,기초통계학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학," 월1500-1630(교양강의동 405), 수1030-1200(교양강의동 405)",, 전성태,,,0,41,41,0,45,,이론,일반,,과학기초,,0
108,1,BKSA81308,기초,7130,기초통계학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학," 월1630-1800(교양강의동 405), 화1030-1200(교양강의동 405)",, 전성태,,,0,44,44,0,45,,이론,일반,,과학기초,,0
109,9,BKSA59497,심화,7131,기후변화개론,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(자연과학관 513),, 김학기,,,0,59,59,0,60,,이론,일반,,과학과기술,,0
110,9,BKSA59466,소양,7132,나우리택견인성,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(건국체육관 113),, 신종근,,,0,23,23,0,25,,실험+실습+실기,일반,,인성,Y,0
111,9,BKSA59466,소양,7133,나우리택견인성,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1400-1600(건국체육관 113),, 신종근,,,0,25,25,0,25,,실험+실습+실기,일반,,인성,Y,0
112,9,BKSA48172,심화,7135,논리와비판적사고,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1400-1600(교양강의동 302),, 임우형,,,0,56,56,0,60,,이론,일반,,인간과문화,,0
113,9,BKSA39837,심화,7136,대중예술의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(국제교육관 002),, 문선아,,,0,82,82,0,90,,이론,일반,,예술과체육,,0
114,1,BKSA58133,기초,7137,대학기초물리학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(국제교육관 501),, 정미,,,0,32,32,0,45,,이론,일반,,과학기초,,0
115,1,BKSA59512,기초,7140,대학기초생물학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 501),, 이양진,,,0,20,20,0,45,,이론,일반,,과학기초,,0
116,1,BKSA59512,기초,7141,대학기초생물학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 501),, 이양진,,,0,43,43,0,45,,이론,일반,,과학기초,,0
117,1,BKSA15891,기초,7142,대학기초수학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 405),, 현종윤,,,0,28,28,0,45,,이론,일반,,과학기초,,0
118,1,BKSA15891,기초,7143,대학기초수학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(인문사회관 416),, 현종윤,,,0,44,44,0,45,,이론,일반,,과학기초,,0
119,1,BKSA15891,기초,7144,대학기초수학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(자연과학관 119),, 현종윤,,,0,40,40,0,45,,이론,일반,,과학기초,,0
120,1,BKSA15891,기초,7145,대학기초수학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(자연과학관 115),, 현종윤,,,0,30,30,0,45,,이론,일반,,과학기초,,0
121,1,BKSA58224,기초,7146,대학기초화학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학," 화1030-1200(자연과학관 502), 목1030-1200(자연과학관 502)",, 명노승,,,0,41,41,0,45,,이론+실습,일반,,과학기초,,0
122,1,BKSA58224,기초,7147,대학기초화학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1600(자연과학관 119),, 전영진,,,0,40,40,0,45,,이론+실습,일반,,과학기초,,0
123,1,BKSA58224,기초,7148,대학기초화학,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학," 월1030-1200(교양강의동 501), 수1030-1200(자연과학관 501)",, 장호현,,,0,28,28,0,45,,이론+실습,일반,,과학기초,,0
124,9,BKSA56134,소양,7149,대학생창업실습,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1100-1300(교양강의동 601),, 이양희,,,0,32,32,0,35,,이론+실습,일반,창업,실무,Y,0
125,9,BKSA64604,심화,7150,도시인문학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1700(교양강의동 501),," 전병국, 이효숙",,,0,60,60,0,60,,이론,일반,,인간과문화,,0
126,9,BKSA58131,심화,7151,도시환경의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(국제교육관 401),, 김학기,,,0,57,57,0,60,,이론,일반,,과학과기술,,0
