No,학년,학수번호,"이수
구분","과목
번호",교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공",개설대학,"개설
학부(과)/전공",강의요시/강의실,"집중이수제
구분",담당교수,"원어
강의","원어
구분","외국인
과목여부","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",교과목유형,영역,"패스
과목",합반
952,3,BWLC63357,전선,8628,VR/AR/XR콘텐츠,,,3.0,3.0," 다이나믹미디어학과, 방송영상전공, 광고홍보전공, 다이나믹미디어전공, 미디어콘텐츠전공, 미디어콘텐츠학과",디자인대학,미디어콘텐츠학과, 목1400-1700(교수연구동 104),, 유남규,,,0,21,21,0,25,,이론+실습,일반,4차산업혁명(미래),,,0
953,1,BWLC63440,전선,8630,사진&이미지,,,3.0,3.0," 다이나믹미디어학과, 방송영상전공, 광고홍보전공, 다이나믹미디어전공, 미디어콘텐츠전공, 미디어콘텐츠학과",디자인대학,미디어콘텐츠학과," 목0900-1030(교수연구동 102), 목1030-1200(교수연구동 103)",, 최원석,,,0,18,18,0,25,,실험+실습+실기,일반,NCS,,,0
954,1,BWLC63440,전선,8631,사진&이미지,,,3.0,3.0," 다이나믹미디어학과, 방송영상전공, 광고홍보전공, 다이나믹미디어전공, 미디어콘텐츠전공, 미디어콘텐츠학과",디자인대학,미디어콘텐츠학과," 목1400-1530(교수연구동 102), 목1530-1700(교수연구동 103)",, 최원석,,,0,22,22,0,25,,실험+실습+실기,일반,NCS,,,0
955,3,BWLC63493,전선,8632,영상그래픽VFX,,,3.0,3.0," 다이나믹미디어학과, 방송영상전공, 광고홍보전공, 다이나믹미디어전공, 미디어콘텐츠전공, 미디어콘텐츠학과",디자인대학,미디어콘텐츠학과, 수1400-1700(교수연구동 104),, 성민정,,,0,23,23,0,30,,실험+실습+실기,일반,NCS,,,0
956,2,BWLC63562,전선,8633,특수촬영,,,3.0,3.0," 다이나믹미디어학과, 방송영상전공, 광고홍보전공, 다이나믹미디어전공, 미디어콘텐츠전공, 미디어콘텐츠학과",디자인대학,미디어콘텐츠학과, 금0900-1200(교수연구동 105),, 박도환,,,0,25,25,0,30,,이론+실습,일반,4차산업혁명(미래),,,0
957,2,BWLC64574,전선,8634,디지털페인팅,,,3.0,3.0, 미디어콘텐츠학과,디자인대학,미디어콘텐츠학과," 화0900-1030(교수연구동 102), 화1030-1200(교수연구동 103)",, 최일,,,0,25,25,0,25,,실험+실습+실기,일반,4차산업혁명(미래),,,0
958,2,BWLC64574,전선,8635,디지털페인팅,,,3.0,3.0, 미디어콘텐츠학과,디자인대학,미디어콘텐츠학과," 화1400-1530(교수연구동 102), 화1530-1700(교수연구동 103)",, 최일,,,0,24,24,0,25,,실험+실습+실기,일반,4차산업혁명(미래),,,0
959,2,BWLD31362,전선,8638,미술사2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 목0900-1300(종합강의동 405),, 장인희,,,0,23,23,0,45,,이론,일반,융복합,,,0
960,2,BWLD46780,전선,8639,금속재료및기법2,,,3.0,3.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과," 화1400-1600(창의예술관 104-1), 목1500-1600(창의예술관 104-1)",, 김홍대,,,0,25,25,0,30,,이론+실습,일반,융복합,,,0
961,2,BWLD48234,전선,8640,2D컴퓨터그래픽2,,,3.0,3.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 월0930-1230(창의예술관 503-2),, 이영주,,,0,24,24,0,35,,이론+실습,일반,융복합,,,0
962,1,BWLD48260,전선,8641,입체조형2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 수1400-1800(창의예술관 209),, 홍지안,,,0,13,13,0,30,,실험+실습+실기,일반,,,,0
963,1,BWLD48260,전선,8642,입체조형2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 목1400-1800(창의예술관 209),, 홍지희,,,0,16,16,0,30,,실험+실습+실기,일반,,,,0
964,1,BWLD48260,전선,8643,입체조형2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 목0900-1300(창의예술관 209),, 윤지용,,,0,20,20,0,30,,실험+실습+실기,일반,,,,0
965,2,BWLD49193,전선,8644,회화재료실습2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 화1400-1800(종합강의동 405),, 한경순,,,0,17,17,0,25,,이론+실습,일반,4차산업혁명(미래),,,0
966,1,BWLD52282,전선,8645,전공기초2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 월1400-1800(창의예술관 209),, 정윤교,,,0,8,8,0,30,,실험+실습+실기,일반,창업,,,0
967,1,BWLD52282,전선,8646,전공기초2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 화1400-1800(창의예술관 209),, 한종규,,,0,33,33,0,35,,실험+실습+실기,일반,창업,,,0
968,1,BWLD52282,전선,8647,전공기초2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 월1400-1800(종합강의동 408),, 김건일,,,0,22,22,0,25,,실험+실습+실기,일반,창업,,,0
969,1,BWLD52313,전선,8648,평면조형2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 화0900-1300(종합강의동 408),, 김영훈,,,0,26,26,0,30,,실험+실습+실기,일반,융복합,,,0
970,1,BWLD52313,전선,8650,평면조형2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 목1400-1800(종합강의동 408),, 유혜경,,,0,28,28,0,30,,실험+실습+실기,일반,융복합,,,0
971,2,BWLD59711,전선,8651,일러스트아트페인팅2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 수0900-1300(종합강의동 505-1),, 이종송,,,0,19,19,0,25,,실험+실습+실기,일반,,,,0
972,3,BWLD59713,전선,8652,미술시장현장실습2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과," 화1600-1800(창의예술관 104-3), 목1600-1800(창의예술관 104-3)",, 김홍대,,,0,14,14,0,30,,이론+실습,일반,인턴쉽,,,0
973,3,BWLD59713,전선,8653,미술시장현장실습2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 화1300-1700(창의예술관 206),, 한용범,,,0,7,7,0,30,,이론+실습,일반,인턴쉽,,,0
974,3,BWLD59713,전선,8654,미술시장현장실습2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 화0900-1300(종합강의동 501),, 이정진,,,0,18,18,0,30,,이론+실습,일반,인턴쉽,,,0
975,3,BWLD59715,전선,8655,캡스톤페인팅2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 화1400-1800(종합강의동 502),," 오재규, 김영훈",,,0,12,12,0,25,,실험+실습+실기,일반,캡스톤디자인,,,0
976,3,BWLD59715,전선,8656,캡스톤페인팅2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과," 화1600-1800(종합강의동 501), 금1400-1600(종합강의동 501)",, 김건일,,,0,8,8,0,25,,실험+실습+실기,일반,캡스톤디자인,,,0
977,3,BWLD59717,전선,8657,Conservation&Restoration2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 수0900-1300(종합강의동 405),, 한경순,,,0,21,21,0,30,,이론+실습,일반,,,,0
978,4,BWLD59720,전필,8658,졸업작품연구및제작B,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 월1400-1800(창의예술관 103),," 이영주, 김홍대",,,0,26,26,0,30,,실험+실습+실기,일반,,,,0
979,4,BWLD59720,전필,8659,졸업작품연구및제작B,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 화1300-1700(창의예술관 203),," 강재진, 윤지용",,,0,14,14,0,25,,실험+실습+실기,일반,,,,0
980,4,BWLD59720,전필,8660,졸업작품연구및제작B,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 수0900-1300(종합강의동 403),, 김건일,,,0,17,17,0,25,,실험+실습+실기,일반,,,,0
981,4,BWLD59722,전선,8661,캡스톤회화스튜디오2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과," 목0900-1100(종합강의동 404), 금1400-1600(종합강의동 404)",, 이종송,,,0,15,15,0,25,,실험+실습+실기,일반,캡스톤디자인,,,0
982,3,BWLD59726,전선,8662,리빙세라믹2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 수0900-1300(복합실습동203-1),, 강재진,,,0,9,9,0,20,,실험+실습+실기,일반,,,,0
983,4,BWLD59728,전선,8663,아키텍쳐세라믹스튜디오2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 금0900-1300(창의예술관 204-1),, 유택근,,,0,13,13,0,25,,실험+실습+실기,일반,4차산업혁명(미래),,,0
984,3,BWLD59732,전선,8664,캡스톤금속제품디자인2,,,3.0,4.0, 조형예술학과,디자인대학,조형예술학과, 수0900-1300(창의예술관 104-3),, 홍지희,,,0,14,14,0,30,,실험+실습+실기,일반,캡스톤디자인,,,0
985,3,BWLD59793,전선,8665,3DMAKERSLAB,,,3.0,3.0, 조형예술학과,디자인대학,조형예술학과, 월1400-1700(종합강의동 013),, 전유민,,,0,16,16,0,20,,실험+실습+실기,일반,4차산업혁명(미래),,,0
986,3,BWLD59793,전선,8666,3DMAKERSLAB,,,3.0,3.0, 조형예술학과,디자인대학,조형예술학과, 목0900-1200(창의예술관 204-1),," 이승엽, 유택근",,,0,8,8,0,25,,실험+실습+실기,일반,4차산업혁명(미래),,,0
987,3,BWLD62406,전선,8668,3D조형설계및3D프린팅,,,3.0,3.0, 조형예술학과,디자인대학,조형예술학과, 월0900-1200(종합강의동 306-2),, 전유민,,,0,14,14,0,20,,이론+실습,일반,4차산업혁명(미래),,,0
988,4,BWLD62519,전선,8669,아트마케팅,,,3.0,3.0, 조형예술학과,디자인대학,조형예술학과," 화1400-1600(종합강의동 403), 수1600-1700(종합강의동 404)",," 이정진, 김건일",,,0,24,24,0,30,,이론+실습,일반,,,,0
989,2,BWLD63351,전선,8670,ClayWork2,,,3.0,3.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 월1300-1600(창의예술관 204-4),," 한종규, 한용범",,,0,22,22,0,25,,이론+실습,일반,융복합,,,0
990,2,BWLD63401,전선,8671,도자캐스팅2,,,3.0,3.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 목0900-1200(복합실습동203-1),, 강재진,,,0,17,17,0,20,,실험+실습+실기,일반,융복합,,,0
991,2,BWLD63421,전선,8672,물레성형2,,,3.0,3.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 수0900-1200(창의예술관 204-1),, 이승엽,,,0,16,16,0,25,,실험+실습+실기,일반,,,,0
992,2,BWLD63433,전선,8673,복합유화2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 화0900-1300(종합강의동 514),, 김건일,,,0,25,25,0,25,,실험+실습+실기,일반,4차산업혁명(미래),,,0
993,2,BWLD63553,전선,8674,컨셉드로잉2,,,3.0,4.0," 도자디자인전공, 금속디자인전공, 회화학과, 도자디자인전공, 금속디자인전공, 회화전공, 조형예술학과",디자인대학,조형예술학과, 월1400-1800(종합강의동 514),, 손현수,,,0,23,23,0,25,,실험+실습+실기,일반,,,,0
994,3,NCCB13121,전선,8675,정보체계론,,,3.0,3.0, 행정학전공,공공인재대학,행정학전공," 수1530-1700(인문사회관 207), 금1030-1200(인문사회관 207)",, 이향수,,,0,21,21,0,30,,기타(E-러닝),일반,,,,0
995,2,NCCB13134,전필,8676,지방행정론,,,3.0,3.0," 행정학전공, 자율전공학부",공공인재대학,행정학전공," 월1030-1200(인문사회관 207), 화0900-1030(인문사회관 207)",, 소순창,,,0,1,1,0,45,,이론,일반,,,,0
996,4,NCCB13157,전선,8677,환경행정론,,,3.0,3.0, 행정학전공,공공인재대학,행정학전공," 화1030-1200(인문사회관 305), 수1030-1200(인문사회관 305)",, 안형기,,,0,10,10,0,45,,이론,일반,,,,0
997,3,NCCB56598,전선,8678,혁신과창업가정신,,,3.0,3.0, 행정학전공,공공인재대학,행정학전공, 목1030-1330(인문사회관 305),, 김태우,,,0,4,4,0,35,,이론+실습,일반,창업,,,0
998,3,NDBA64594,전선,8679,4차산업과그린에너지,,,3.0,3.0, 녹색기술융합학과,과학기술대학,녹색기술융합학과, 화0900-1200(자연과학관 313),," 윤용한, 김우종",,,0,30,30,0,30,,이론+실습,일반,융복합,,,0
999,4,NDBA64595,전선,8680,정원디자인종합설계,,,3.0,3.0, 녹색기술융합학과,과학기술대학,녹색기술융합학과, 수1500-1800(자연과학관 305),, 서수현,,,0,16,16,0,30,,실험+실습+실기,일반,캡스톤디자인,,,0
1000,1,NDGB53624,전필,8681,녹색식물학개론,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 수0900-1200(자연과학관 513),, 주진희,,,0,50,50,0,50,,이론,일반,융복합,,,0
1001,4,NDGB59771,전선,8682,녹색특허및비즈니스론,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 목0900-1200(자연과학관 313),, 윤용한,,,0,19,19,0,30,,이론,일반,창업,,,0
1002,4,NDGB59771,전선,8683,녹색특허및비즈니스론,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 목1300-1600(자연과학관 313),, 윤용한,,,0,20,20,0,30,,이론,일반,창업,,,0
1003,2,NDGB59772,전선,8684,녹지기상학및실습,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 수0900-1200(자연과학관 313),, 윤용한,,,0,34,34,0,35,,이론+실습,일반,,,,0
1004,1,NDGB60345,전필,8685,친환경에콜로지입문,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 목0900-1200(자연과학관 506),, 김정호,,,0,48,48,0,50,,이론,일반,,,,0
1005,3,NDGB60353,전선,8687,디자인과적산,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 목0900-1200(자연과학관 302),, 주진희,,,0,19,19,0,35,,이론,일반,,,,0
1006,3,NDGB60354,전선,8688,그린빌딩창업스튜디오,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 화0900-1200(자연과학관 302),, 주진희,1,영어,0,15,15,0,35,,이론,일반,창업,,,0
1007,2,NDGB63388,전선,8689,녹색자원조사방법론,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 화0900-1200(자연과학관 506),, 김정호,,,0,24,24,0,25,,이론+실습,일반,창업,,,0
1008,3,NDGB63389,전선,8690,녹색체험과관광,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 월1300-1600(자연과학관 313),, 오득균,,,0,34,34,0,35,,이론,일반,4차산업혁명(미래),,,0
1009,2,NDGB63390,전선,8691,녹색환경설계및실습,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과," 목1300-1500(자연과학관 305), 금1700-1800",, 주진희,,,0,25,25,0,25,,이론+실습,f-러닝,,,,0
1010,2,NDGB63396,전선,8692,도시공원녹지재생계획론,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 화1400-1700(자연과학관 506),, 김정호,,,0,32,32,0,35,,이론,일반,,,,0
1011,3,NDGB63431,전선,8693,보호지역계획및관리,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 월0900-1200(자연과학관 506),, 김정호,,,0,34,34,0,35,,이론+실습,일반,,,,0
1012,4,NDGB63577,전선,8694,환경생태계획및실습,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 화1300-1600(자연과학관 313),, 윤용한,,,0,30,30,0,30,,실험+실습+실기,일반,캡스톤디자인,,,0
1013,2,NDGB63578,전선,8695,환경수목생산관리,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 월1300-1600(자연과학관 302),, 주진희,,,0,33,33,0,35,,이론+실습,일반,NCS,,,0
1014,3,NDGB63579,전선,8696,환경영향평가비즈니스론,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 수0900-1200(자연과학관 506),, 김정호,,,0,39,39,0,40,,이론+실습,일반,창업,,,0
1015,2,NDGB63580,전선,8697,환경통계및빅데이터,,,3.0,3.0," 녹색기술융합학과, 녹색환경시스템전공, 녹색기술융합학과",과학기술대학,녹색기술융합학과, 목0900-1200(자연과학관 204),, 오득균,,,0,37,37,0,40,,이론+실습,일반,4차산업혁명(미래),,,0
1016,2,NDGC05582,전선,8698,유기화학실험,,,2.0,4.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 화1000-1200(자연과학관 105), 목1030-1230(자연과학관 105)",, 김환기,,,0,45,45,0,50,,실험+실습+실기,일반,,,,0
1017,2,NDGC08518,전선,8699,유기화학2,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 화1500-1630(자연과학관 502), 목1500-1630(자연과학관 502)",, 김환기,,,0,54,54,0,60,,이론,일반,,,,0
1018,2,NDGC10617,전선,8700,분석화학2,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 월1030-1200(자연과학관 503), 수1030-1200(자연과학관 502)",, 명노승,,,0,52,52,0,55,,이론,일반,,,,0
1019,3,NDGC10628,전선,8701,양자화학,,,3.0,3.0, 에너지소재학전공,과학기술대학,에너지소재학전공," 월1300-1430(자연과학관 116), 수1600-1730(자연과학관 116)",, 모하마드,1,영어,0,28,28,0,45,,이론,일반,,,,0
1020,3,NDGC14998,전선,8702,기기분석및실험,,,3.0,4.0, 에너지소재학전공,과학기술대학,에너지소재학전공," 화1500-1700(자연과학관 116), 목1300-1500(자연과학관 116)",, 모하마드,1,영어,0,16,16,0,35,,이론+실습,일반,,,,0
1021,3,NDGC15004,전필,8703,무기화학및실험2,,,3.0,4.0, 에너지소재학전공,과학기술대학,에너지소재학전공," 월1000-1200(자연과학관 119), 수1030-1230(자연과학관 105)",, 전영진,,,0,39,39,0,40,,이론+실습,일반,,,,0
1022,2,NDGC15006,전선,8704,물리화학2,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 월1300-1430(교양강의동 603), 수0900-1030(자연과학관 501)",, 김연호,,,0,42,42,0,45,,이론,일반,,,,0
1023,1,NDGC46559,전필,8705,일반화학2,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 월1030-1200(자연과학관 115), 목0900-1030(자연과학관 504)",, 김연호,,,0,49,49,0,50,,이론,일반,,,,0
1024,1,NDGC57581,전선,8706,일반화학실험2,,,1.0,2.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과, 화1300-1500(자연과학관 105),, 김연호,,,0,30,30,0,30,,실험+실습+실기,일반,,,,0
1025,2,NDGC52433,전선,8707,기초무기화학,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 화1300-1430(자연과학관 502), 목0900-1030(자연과학관 502)",, 전영진,,,0,53,53,0,55,,이론,일반,,,,0
1026,1,NDGC57581,전선,8708,일반화학실험2,,,1.0,2.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과, 목1300-1500(자연과학관 105),, 김연호,,,0,13,13,0,30,,실험+실습+실기,일반,,,,0
1027,3,NDGC59569,전선,8709,에너지유기소재,,,3.0,3.0, 에너지소재학전공,과학기술대학,에너지소재학전공," 화1300-1430(자연과학관 116), 목0900-1030(자연과학관 116)",, 장호현,,,0,17,17,0,45,,이론,일반,,,,0
1028,4,NDGC59571,전선,8710,에너지소재캡스톤디자인2,,,3.0,3.0, 에너지소재학전공,과학기술대학,에너지소재학전공, 화1500-1800(자연과학관 119),," 김태웅, 전영진, 김연호",,,0,23,23,0,30,,실험+실습+실기,일반,캡스톤디자인,,,0
1029,3,NDGC59781,전선,8711,에너지변환과저장,,,3.0,3.0, 에너지소재학전공,과학기술대학,에너지소재학전공," 월1500-1630(자연과학관 116), 수0900-1030(자연과학관 116)",, 모하마드,1,영어,0,21,21,0,45,,이론,일반,,,,0
1030,4,NDGC59784,전선,8713,에너지와환경,,,3.0,3.0, 에너지소재학전공,과학기술대학,에너지소재학전공, 목0900-1200(자연과학관 516),, 강석호,,,0,13,13,0,45,,이론,일반,,,,0
1031,1,NDGC63393,전선,8714,대학물리,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과, 수0900-1200(자연과학관 516),, 정미,,,0,41,41,0,45,,이론,일반,,,,0
1032,2,NDGC63520,전선,8715,재료과학2,,,3.0,3.0," 응용화학전공, 에너지소재학전공, 응용화학과",과학기술대학,응용화학과," 월1500-1630(자연과학관 502), 목1300-1430(자연과학관 504)",, 김태웅,,,0,46,46,0,50,,이론,일반,,,,0
1033,4,NDGD56031,전선,8716,프로젝트종합설계,,,3.0,3.0, 기계전자전공,과학기술대학,기계전자전공, 수1430-1730(종합강의동 014-1),, 강현규,,,0,12,12,0,20,,이론+실습,일반,캡스톤디자인,,,0
1034,2,NDGD06278,전선,8717,열역학,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 화1430-1600(종합강의동 303), 목1430-1600(종합강의동 303)",, 안건식,,,0,67,67,0,80,,이론+실습,일반,,,,0
1035,2,NDGD06333,전선,8718,동역학,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 화1300-1430(종합강의동 303), 목1300-1430(종합강의동 303)",, 안건식,,,0,63,63,0,80,,이론,일반,,,,0
1036,3,NDGD15948,전선,8719,전자기학,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과, 목1200-1500(자연과학관 516),, 이영배,,,0,28,28,0,45,,이론,일반,,,,0
1037,1,NDGD11989,전필,8720,컴퓨터프로그래밍,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과, 목0900-1200(창의예술관 503-2),, 니쿠마나조엘,,,0,39,39,0,40,,이론+실습,일반,,,,0
1038,1,NDGD11989,전필,8721,컴퓨터프로그래밍,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과, 금1400-1700(종합강의동 306-2),, 니쿠마나조엘,,,0,46,46,0,55,,이론+실습,일반,,,,0
1039,2,NDGD14066,전선,8722,기계제도및실습,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과, 금0900-1200(실시간온라인),, 강현규,,,0,62,62,0,65,,실시간온라인,일반,,,,0
1040,1,NDGD15314,전필,8723,일반물리학및실험2,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 월1500-1630(종합강의동 303), 수1630-1800(종합강의동 303)",, 임용식,,,0,43,43,0,50,,이론+실습,일반,,,,0
1041,1,NDGD15314,전필,8724,일반물리학및실험2,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 월1630-1800(종합강의동 303), 수1500-1630(종합강의동 303)",, 임용식,,,0,45,45,0,50,,이론+실습,일반,,,,0
1042,2,NDGD15816,전선,8725,디지털회로,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 월1430-1600(종합강의동 205), 목1030-1200(종합강의동 205)",, 김형식,,,0,51,51,0,80,,이론,일반,,,,0
1043,3,NDGD63346,전선,8726,4차산업혁명공학,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과, 월1300-1600(인문사회관 412),, 이은모,,,0,44,44,0,45,,이론,일반,4차산업혁명(미래),,,0
1044,1,NDGD45470,전필,8727,공학수학1,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 월0900-1030(종합강의동 303), 수0900-1030(종합강의동 303)",, 노광모,,,0,49,49,0,60,,이론,일반,,,,0
1045,1,NDGD45470,전필,8728,공학수학1,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과," 월1030-1200(종합강의동 303), 수1030-1200(종합강의동 303)",, 노광모,,,0,60,60,0,65,,이론,일반,,,,0
1046,3,NDGD05306,전선,8729,자동차공학,,,3.0,3.0, 기계전자전공,과학기술대학,기계전자전공, 월0900-1200(인문사회관 301),, 이은모,,,0,55,55,0,60,,이론,일반,,,,0
1047,4,NDGD56031,전선,8731,프로젝트종합설계,,,3.0,3.0, 기계전자전공,과학기술대학,기계전자전공, 수1430-1730(종합강의동 104),, 안건식,,,0,22,22,0,25,,이론+실습,일반,캡스톤디자인,,,0
1048,2,NDGD57534,전선,8736,계측프로그래밍및실습,,,3.0,3.0," 나노전자기계공학과, 나노전자기계공학전공, 기계전자전공, 메카트로닉스공학과",과학기술대학,메카트로닉스공학과, 금1500-1800(종합강의동 301-B),, 이영배,,,0,31,31,0,35,,이론+실습,일반,,,,0
